char,height,origin_path,path,width,x,y,isTrain,label
E,46,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/E/P1010044_5.jpg,31,54,353,True,27
V,44,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/V/P1010044_1.jpg,30,85,351,True,44
E,41,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/E/P1010044_6.jpg,30,114,353,True,27
R,39,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/R/P1010044_3.jpg,34,144,358,True,40
S,38,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/S/P1010044_1.jpg,31,188,358,True,41
T,41,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/T/P1010044_3.jpg,26,219,357,True,42
O,40,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/O/P1010044_3.jpg,31,245,357,True,37
P,40,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/P/P1010044_2.jpg,30,276,358,True,38
E,45,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/E/P1010044_7.jpg,26,319,352,True,27
X,45,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/X/P1010044_1.jpg,35,343,351,True,46
P,38,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/P/P1010044_3.jpg,27,378,356,True,38
L,38,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/L/P1010044_1.jpg,29,403,355,True,34
O,44,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/O/P1010044_4.jpg,28,433,352,True,37
R,44,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/R/P1010044_4.jpg,31,460,352,True,40
I,45,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/I/P1010044_1.jpg,16,491,348,True,31
N,40,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/N/P1010044_4.jpg,29,509,353,True,36
G,37,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/G/P1010044_1.jpg,32,536,353,True,29
T,34,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/T/P1010044_4.jpg,27,250,120,True,42
H,35,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/H/P1010044_2.jpg,29,277,120,True,30
E,36,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/E/P1010044_8.jpg,27,307,121,True,27
N,37,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/N/P1010044_5.jpg,32,185,149,True,36
T,35,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/T/P1010044_5.jpg,26,277,153,True,42
O,35,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/O/P1010044_5.jpg,33,217,151,True,37
R,33,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/R/P1010044_5.jpg,27,250,152,True,40
H,28,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/H/P1010044_3.jpg,29,303,156,True,30
F,34,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/F/P1010044_1.jpg,28,227,185,True,28
A,35,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/A/P1010044_1.jpg,24,255,185,True,23
C,31,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/C/P1010044_1.jpg,25,282,186,True,25
E,35,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.jpg,char_data/E/P1010044_9.jpg,27,307,184,True,27
B,127,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/B/080116-0053_1.jpg,89,14,209,True,24
E,126,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/E/080116-0053_2.jpg,75,114,211,True,27
A,130,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/A/080116-0053_1.jpg,89,190,213,True,23
N,137,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/N/080116-0053_1.jpg,94,289,212,True,36
P,116,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/P/080116-0053_1.jpg,81,422,217,True,38
O,113,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/O/080116-0053_1.jpg,89,511,224,True,37
L,106,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/L/080116-0053_1.jpg,62,608,224,True,34
E,112,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0053.jpg,char_data/E/080116-0053_3.jpg,71,670,220,True,27
B,199,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/B/080116-0059_1.jpg,144,137,0,True,24
O,205,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/O/080116-0059_7.jpg,206,310,9,True,37
D,208,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/D/080116-0059_5.jpg,172,537,21,True,26
Y,218,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/Y/080116-0059_2.jpg,160,717,29,True,47
S,205,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/S/080116-0059_9.jpg,122,927,47,True,41
H,198,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/H/080116-0059_4.jpg,153,1063,76,True,30
O,189,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/O/080116-0059_8.jpg,149,1242,99,True,37
P,191,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/P/080116-0059_6.jpg,114,1400,104,True,38
M,178,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/M/080116-0059_6.jpg,131,445,299,True,35
A,184,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/A/080116-0059_11.jpg,101,581,307,True,23
D,174,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/D/080116-0059_6.jpg,95,683,313,True,26
E,175,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/E/080116-0059_12.jpg,92,777,317,True,27
W,171,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/W/080116-0059_1.jpg,137,893,326,True,45
I,172,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/I/080116-0059_7.jpg,27,1031,328,True,31
T,172,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059_14.jpg,78,1059,332,True,42
H,171,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/H/080116-0059_5.jpg,82,1138,337,True,30
P,239,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/P/080116-0059_7.jpg,144,441,490,True,38
A,236,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/A/080116-0059_12.jpg,143,553,491,True,23
S,227,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/S/080116-0059_10.jpg,117,695,502,True,41
S,229,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/S/080116-0059_11.jpg,115,814,504,True,41
!,228,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/!/080116-0059_1.jpg,51,932,510,True,0
O,231,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/O/080116-0059_9.jpg,117,984,508,True,37
N,222,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/N/080116-0059_8.jpg,119,1102,511,True,36
우,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/우/080116-0059_1.jpg,26,442,912,True,605
리,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/리/080116-0059_5.jpg,20,469,912,True,338
완,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/완/080116-0059_2.jpg,22,563,910,True,596
벽,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/벽/080116-0059_2.jpg,19,586,909,True,416
한,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/한/080116-0059_2.jpg,23,604,909,True,849
는,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/는/080116-0059_3.jpg,24,536,911,True,210
모,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/모/080116-0059_1.jpg,25,492,914,True,369
두,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/두/080116-0059_1.jpg,18,518,910,True,249
에,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/에/080116-0059_3.jpg,18,674,909,True,571
서,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/서/080116-0059_3.jpg,19,694,910,True,475
는,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/는/080116-0059_4.jpg,21,714,907,True,210
세,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/세/080116-0059_1.jpg,20,631,911,True,483
상,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/상/080116-0059_1.jpg,22,652,910,True,464
어,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/어/080116-0059_1.jpg,21,737,906,True,563
떤,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/떤/080116-0059_1.jpg,21,758,906,True,274
흠,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/흠/080116-0059_1.jpg,23,781,903,True,890
도,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/도/080116-0059_1.jpg,19,805,902,True,240
없,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/없/080116-0059_1.jpg,22,827,903,True,570
이,36,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/이/080116-0059_2.jpg,21,848,902,True,632
평,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/평/080116-0059_1.jpg,19,873,902,True,827
탄,36,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/탄/080116-0059_1.jpg,18,893,902,True,777
하,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/하/080116-0059_2.jpg,16,913,903,True,847
고,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/고/080116-0059_4.jpg,18,932,902,True,113
순,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/순/080116-0059_1.jpg,18,953,901,True,506
조,35,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/조/080116-0059_3.jpg,19,973,900,True,666
로,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/로/080116-0059_2.jpg,17,992,900,True,318
운,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/운/080116-0059_1.jpg,19,1009,900,True,607
삶,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/삶/080116-0059_1.jpg,21,1031,900,True,460
을,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/을/080116-0059_5.jpg,16,1053,900,True,628
살,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/살/080116-0059_2.jpg,17,1076,897,True,459
았,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/았/080116-0059_1.jpg,18,1094,896,True,551
을,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/을/080116-0059_6.jpg,16,1112,901,True,628
더,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/더/080116-0059_2.jpg,24,519,955,True,230
바,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/바/080116-0059_2.jpg,20,544,952,True,389
디,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/디/080116-0059_2.jpg,21,564,953,True,261
샵,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/샵/080116-0059_2.jpg,20,587,954,True,472
은,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/은/080116-0059_2.jpg,19,607,953,True,627
호,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/호/080116-0059_1.jpg,21,733,953,True,871
주,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/주/080116-0059_1.jpg,20,755,951,True,674
티,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/티/080116-0059_2.jpg,19,780,948,True,806
트,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/트/080116-0059_3.jpg,21,799,946,True,802
리,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/리/080116-0059_6.jpg,19,819,948,True,338
오,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/오/080116-0059_2.jpg,20,844,948,True,588
일,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/일/080116-0059_2.jpg,18,865,948,True,635
생,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/생/080116-0059_2.jpg,20,886,945,True,470
산,27,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/산/080116-0059_1.jpg,20,907,947,True,458
자,27,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/자/080116-0059_2.jpg,16,929,948,True,644
의,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/의/080116-0059_4.jpg,18,962,946,True,631
들,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/들/080116-0059_3.jpg,16,945,944,True,258
단,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/단/080116-0059_1.jpg,17,988,944,True,220
체,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/체/080116-0059_1.jpg,16,1006,944,True,720
인,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/인/080116-0059_2.jpg,19,1022,941,True,634
아,35,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/아/080116-0059_2.jpg,20,1087,938,True,543
보,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/보/080116-0059_1.jpg,15,1107,939,True,420
리,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/리/080116-0059_7.jpg,17,1123,939,True,338
지,26,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/지/080116-0059_6.jpg,18,1141,941,True,687
날,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/날/080116-0059_1.jpg,17,1159,936,True,173
조,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/조/080116-0059_4.jpg,16,1177,935,True,666
합,38,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/합/080116-0059_2.jpg,16,1193,930,True,852
으,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/으/080116-0059_1.jpg,24,442,1000,True,626
로,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/로/080116-0059_3.jpg,18,469,1000,True,318
부,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/부/080116-0059_3.jpg,25,490,998,True,428
터,35,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/터/080116-0059_1.jpg,21,515,997,True,786
피,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/피/080116-0059_1.jpg,22,540,997,True,844
부,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/부/080116-0059_4.jpg,19,565,996,True,428
트,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/트/080116-0059_4.jpg,21,590,997,True,802
러,35,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/러/080116-0059_1.jpg,19,613,994,True,300
블,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/블/080116-0059_1.jpg,17,633,993,True,436
에,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/에/080116-0059_4.jpg,20,652,996,True,571
효,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/효/080116-0059_1.jpg,22,677,994,True,883
과,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/과/080116-0059_2.jpg,20,699,994,True,119
적,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/적/080116-0059_1.jpg,17,720,991,True,654
인,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/인/080116-0059_3.jpg,20,740,993,True,634
티,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/티/080116-0059_3.jpg,20,763,991,True,806
트,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/트/080116-0059_5.jpg,20,783,991,True,802
리,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/리/080116-0059_8.jpg,18,804,989,True,338
오,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/오/080116-0059_3.jpg,22,824,989,True,588
일,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/일/080116-0059_3.jpg,23,845,989,True,635
을,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/을/080116-0059_7.jpg,18,868,990,True,628
이,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/이/080116-0059_3.jpg,22,443,1042,True,632
들,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/들/080116-0059_4.jpg,21,467,1042,True,258
조,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/조/080116-0059_5.jpg,24,492,1041,True,666
합,35,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/합/080116-0059_3.jpg,19,518,1042,True,852
원,36,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/원/080116-0059_1.jpg,19,538,1038,True,614
들,36,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/들/080116-0059_5.jpg,17,559,1039,True,258
은,36,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/은/080116-0059_3.jpg,21,577,1037,True,627
더,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/더/080116-0059_3.jpg,24,600,1037,True,230
바,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/바/080116-0059_3.jpg,22,624,1036,True,389
디,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/디/080116-0059_3.jpg,17,648,1038,True,261
샵,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/샵/080116-0059_3.jpg,20,666,1037,True,472
과,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/과/080116-0059_3.jpg,19,687,1036,True,119
의,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/의/080116-0059_5.jpg,17,707,1035,True,631
거,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/거/080116-0059_1.jpg,21,729,1034,True,96
래,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/래/080116-0059_1.jpg,18,752,1035,True,293
를,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/를/080116-0059_2.jpg,21,770,1033,True,334
통,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/통/080116-0059_1.jpg,21,795,1033,True,799
해,29,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/해/080116-0059_1.jpg,19,816,1032,True,854
서,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/서/080116-0059_4.jpg,18,836,1031,True,475
생,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/생/080116-0059_3.jpg,23,857,1029,True,470
계,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/계/080116-0059_1.jpg,17,880,1029,True,112
를,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/를/080116-0059_3.jpg,21,897,1028,True,334
만,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/만/080116-0059_2.jpg,23,1048,1020,True,346
큼,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/큼/080116-0059_1.jpg,15,1070,1019,True,770
의,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/의/080116-0059_6.jpg,23,1085,1018,True,631
소,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/소/080116-0059_1.jpg,17,1111,1017,True,492
득,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/득/080116-0059_1.jpg,17,1128,1016,True,256
을,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/을/080116-0059_8.jpg,20,1145,1017,True,628
얻,37,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/얻/080116-0059_1.jpg,17,1167,1013,True,566
고,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/고/080116-0059_5.jpg,20,1184,1012,True,113
있,37,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/있/080116-0059_4.jpg,21,444,1084,True,641
을,36,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/을/080116-0059_9.jpg,24,467,1084,True,628
지,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/지/080116-0059_7.jpg,23,614,1080,True,687
역,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/역/080116-0059_2.jpg,23,637,1080,True,577
문,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/문/080116-0059_1.jpg,18,660,1079,True,377
화,37,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/화/080116-0059_1.jpg,21,679,1077,True,876
와,40,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/와/080116-0059_1.jpg,20,702,1077,True,595
지,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/지/080116-0059_8.jpg,19,724,1076,True,687
역,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/역/080116-0059_3.jpg,19,745,1077,True,577
사,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/사/080116-0059_1.jpg,20,765,1075,True,456
회,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/회/080116-0059_1.jpg,17,785,1075,True,881
에,36,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/에/080116-0059_5.jpg,20,803,1074,True,571
대,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/대/080116-0059_1.jpg,19,828,1073,True,228
